:nemesis	:info	:start-partition	:one
5	:invoke	:add	3
0	:invoke	:add	0
5	:ok	:add	3
0	:ok	:add	0
0	:invoke	:read	nil
0	:ok	:read	9
1	:invoke	:add	1
1	:ok	:add	1
5	:invoke	:read	nil
5	:ok	:read	10
0	:invoke	:add	3
0	:ok	:add	3
0	:invoke	:read	nil
0	:ok	:read	12
1	:invoke	:read	nil
1	:ok	:read	16
5	:invoke	:add	2
5	:ok	:add	2
0	:invoke	:add	2
0	:ok	:add	2
0	:invoke	:read	nil
0	:ok	:read	14
1	:invoke	:add	1
1	:ok	:add	1
5	:invoke	:read	nil
5	:ok	:read	12
0	:invoke	:read	nil
0	:ok	:read	14
0	:invoke	:add	1
0	:ok	:add	1
1	:invoke	:read	nil
1	:ok	:read	17
5	:invoke	:add	0
5	:ok	:add	0
0	:invoke	:add	4
0	:ok	:add	4
0	:invoke	:read	nil
0	:ok	:read	19
1	:invoke	:read	nil
1	:ok	:read	17
5	:invoke	:read	nil
0	:invoke	:read	nil
5	:ok	:read	12
0	:ok	:read	19
0	:invoke	:read	nil
0	:ok	:read	19
1	:invoke	:add	0
1	:ok	:add	0
5	:invoke	:read	nil
0	:invoke	:add	1
5	:ok	:read	12
0	:ok	:add	1
0	:invoke	:read	nil
0	:ok	:read	20
1	:invoke	:add	3
1	:ok	:add	3
5	:invoke	:read	nil
5	:ok	:read	12
0	:invoke	:read	nil
0	:ok	:read	20
0	:invoke	:add	2
0	:ok	:add	2
1	:invoke	:read	nil
1	:ok	:read	20
5	:invoke	:read	nil
5	:ok	:read	12
0	:invoke	:read	nil
1	:invoke	:add	0
5	:invoke	:read	nil
0	:ok	:read	22
5	:ok	:read	12
1	:ok	:add	0
5	:invoke	:add	0
5	:ok	:add	0
0	:invoke	:read	nil
0	:ok	:read	22
0	:invoke	:read	nil
0	:ok	:read	22
1	:invoke	:add	0
1	:ok	:add	0
5	:invoke	:read	nil
5	:ok	:read	12
0	:invoke	:read	nil
0	:ok	:read	22
0	:invoke	:read	nil
0	:ok	:read	22
1	:invoke	:add	1
1	:ok	:add	1
5	:invoke	:read	nil
5	:ok	:read	12
0	:invoke	:add	3
0	:ok	:add	3
0	:invoke	:add	0
0	:ok	:add	0
1	:invoke	:read	nil
1	:ok	:read	21
5	:invoke	:read	nil
5	:ok	:read	12
0	:invoke	:read	nil
0	:ok	:read	25
0	:invoke	:read	nil
0	:ok	:read	25
1	:invoke	:read	nil
1	:ok	:read	21
5	:invoke	:read	nil
5	:ok	:read	12
0	:invoke	:read	nil
0	:ok	:read	25
0	:invoke	:read	nil
0	:ok	:read	25
1	:invoke	:add	1
1	:ok	:add	1
5	:invoke	:read	nil
5	:ok	:read	12
0	:invoke	:read	nil
0	:ok	:read	25
0	:invoke	:read	nil
0	:ok	:read	25
1	:invoke	:read	nil
1	:ok	:read	22
5	:invoke	:read	nil
5	:ok	:read	12
0	:invoke	:read	nil
0	:ok	:read	25
0	:invoke	:read	nil
0	:ok	:read	25
1	:invoke	:add	2
1	:ok	:add	2
5	:invoke	:read	nil
5	:ok	:read	12
0	:invoke	:read	nil
0	:ok	:read	25
0	:invoke	:read	nil
0	:ok	:read	25
1	:invoke	:read	nil
1	:ok	:read	24
5	:invoke	:add	3
5	:ok	:add	3
0	:invoke	:add	1
0	:ok	:add	1
0	:invoke	:read	nil
0	:ok	:read	26
1	:invoke	:add	1
1	:ok	:add	1
5	:invoke	:read	nil
5	:ok	:read	15
0	:invoke	:add	3
0	:ok	:add	3
0	:invoke	:read	nil
0	:ok	:read	29
1	:invoke	:add	3
1	:ok	:add	3
5	:invoke	:read	nil
5	:ok	:read	15
0	:invoke	:add	0
0	:ok	:add	0
0	:invoke	:read	nil
0	:ok	:read	29
1	:invoke	:read	nil
1	:ok	:read	28
5	:invoke	:add	4
5	:ok	:add	4
0	:invoke	:read	nil
0	:ok	:read	29
0	:invoke	:add	3
0	:ok	:add	3
1	:invoke	:read	nil
1	:ok	:read	28
5	:invoke	:read	nil
5	:ok	:read	19
0	:invoke	:add	3
0	:ok	:add	3
0	:invoke	:read	nil
0	:ok	:read	35
1	:invoke	:read	nil
1	:ok	:read	28
5	:invoke	:read	nil
5	:ok	:read	19
0	:invoke	:read	nil
0	:ok	:read	35
0	:invoke	:read	nil
0	:ok	:read	35
1	:invoke	:read	nil
1	:ok	:read	28
5	:invoke	:add	3
5	:ok	:add	3
0	:invoke	:add	2
0	:ok	:add	2
0	:invoke	:read	nil
0	:ok	:read	37
1	:invoke	:read	nil
1	:ok	:read	28
5	:invoke	:read	nil
5	:ok	:read	22
0	:invoke	:read	nil
0	:ok	:read	37
0	:invoke	:read	nil
0	:ok	:read	37
1	:invoke	:add	2
1	:ok	:add	2
5	:invoke	:add	4
5	:ok	:add	4
0	:invoke	:read	nil
0	:ok	:read	37
0	:invoke	:read	nil
0	:ok	:read	37
1	:invoke	:add	3
1	:ok	:add	3
5	:invoke	:read	nil
5	:ok	:read	26
0	:invoke	:read	nil
1	:invoke	:read	nil
0	:ok	:read	37
1	:ok	:read	33
1	:invoke	:add	0
1	:ok	:add	0
5	:invoke	:add	3
5	:ok	:add	3
0	:invoke	:add	2
0	:ok	:add	2
0	:invoke	:read	nil
0	:ok	:read	39
1	:invoke	:read	nil
1	:ok	:read	33
5	:invoke	:read	nil
5	:ok	:read	29
0	:invoke	:add	1
0	:ok	:add	1
0	:invoke	:read	nil
0	:ok	:read	40
1	:invoke	:read	nil
5	:invoke	:read	nil
1	:ok	:read	33
5	:ok	:read	29
0	:invoke	:read	nil
0	:ok	:read	40
0	:invoke	:read	nil
0	:ok	:read	40
1	:invoke	:add	4
1	:ok	:add	4
5	:invoke	:add	2
5	:ok	:add	2
0	:invoke	:read	nil
0	:ok	:read	40
0	:invoke	:read	nil
0	:ok	:read	40
1	:invoke	:read	nil
1	:ok	:read	37
5	:invoke	:read	nil
5	:ok	:read	31
0	:invoke	:add	2
0	:ok	:add	2
0	:invoke	:read	nil
0	:ok	:read	42
1	:invoke	:read	nil
1	:ok	:read	37
5	:invoke	:read	nil
5	:ok	:read	31
0	:invoke	:add	3
0	:ok	:add	3
0	:invoke	:read	nil
0	:ok	:read	45
1	:invoke	:read	nil
1	:ok	:read	37
5	:invoke	:add	2
5	:ok	:add	2
0	:invoke	:read	nil
0	:ok	:read	45
0	:invoke	:add	0
0	:ok	:add	0
1	:invoke	:read	nil
1	:ok	:read	37
5	:invoke	:read	nil
5	:ok	:read	33
0	:invoke	:read	nil
0	:ok	:read	45
0	:invoke	:read	nil
0	:ok	:read	45
1	:invoke	:add	3
1	:ok	:add	3
5	:invoke	:read	nil
5	:ok	:read	33
0	:invoke	:add	0
0	:ok	:add	0
0	:invoke	:add	4
0	:ok	:add	4
1	:invoke	:read	nil
1	:ok	:read	40
5	:invoke	:read	nil
5	:ok	:read	33
0	:invoke	:read	nil
0	:ok	:read	49
0	:invoke	:read	nil
0	:ok	:read	49
1	:invoke	:add	1
1	:ok	:add	1
5	:invoke	:read	nil
5	:ok	:read	33
0	:invoke	:read	nil
0	:ok	:read	49
0	:invoke	:read	nil
0	:ok	:read	49
1	:invoke	:read	nil
1	:ok	:read	41
5	:invoke	:read	nil
5	:ok	:read	33
0	:invoke	:add	3
0	:ok	:add	3
0	:invoke	:read	nil
0	:ok	:read	52
1	:invoke	:read	nil
1	:ok	:read	41
5	:invoke	:read	nil
0	:invoke	:add	1
5	:ok	:read	33
0	:ok	:add	1
0	:invoke	:read	nil
0	:ok	:read	53
1	:invoke	:add	1
1	:ok	:add	1
5	:invoke	:read	nil
5	:ok	:read	33
0	:invoke	:read	nil
0	:ok	:read	53
0	:invoke	:read	nil
0	:ok	:read	53
1	:invoke	:read	nil
1	:ok	:read	42
5	:invoke	:add	2
5	:ok	:add	2
0	:invoke	:add	2
0	:ok	:add	2
0	:invoke	:read	nil
0	:ok	:read	55
1	:invoke	:read	nil
1	:ok	:read	42
5	:invoke	:read	nil
5	:ok	:read	35
0	:invoke	:read	nil
0	:ok	:read	55
0	:invoke	:read	nil
0	:ok	:read	55
1	:invoke	:read	nil
1	:ok	:read	42
5	:invoke	:add	4
5	:ok	:add	4
0	:invoke	:read	nil
0	:ok	:read	55
0	:invoke	:read	nil
0	:ok	:read	55
1	:invoke	:read	nil
1	:ok	:read	42
5	:invoke	:read	nil
5	:ok	:read	39
0	:invoke	:add	4
0	:ok	:add	4
0	:invoke	:add	3
0	:ok	:add	3
1	:invoke	:read	nil
1	:ok	:read	42
5	:invoke	:read	nil
5	:ok	:read	39
0	:invoke	:add	4
0	:ok	:add	4
0	:invoke	:add	2
1	:invoke	:read	nil
0	:ok	:add	2
1	:ok	:read	42
5	:invoke	:read	nil
5	:ok	:read	39
0	:invoke	:read	nil
0	:ok	:read	68
0	:invoke	:add	0
0	:ok	:add	0
1	:invoke	:read	nil
1	:ok	:read	42
5	:invoke	:add	1
5	:ok	:add	1
0	:invoke	:read	nil
0	:ok	:read	68
0	:invoke	:read	nil
0	:ok	:read	68
1	:invoke	:read	nil
1	:ok	:read	42
5	:invoke	:read	nil
5	:ok	:read	40
0	:invoke	:read	nil
0	:ok	:read	68
0	:invoke	:read	nil
0	:ok	:read	68
1	:invoke	:add	4
1	:ok	:add	4
5	:invoke	:read	nil
0	:invoke	:read	nil
5	:ok	:read	40
0	:ok	:read	68
0	:invoke	:add	0
1	:invoke	:add	3
0	:ok	:add	0
1	:ok	:add	3
5	:invoke	:read	nil
5	:ok	:read	40
0	:invoke	:add	0
0	:ok	:add	0
0	:invoke	:add	4
1	:invoke	:read	nil
1	:ok	:read	49
0	:ok	:add	4
5	:invoke	:read	nil
5	:ok	:read	40
0	:invoke	:read	nil
0	:ok	:read	72
0	:invoke	:read	nil
0	:ok	:read	72
1	:invoke	:add	1
1	:ok	:add	1
5	:invoke	:add	4
5	:ok	:add	4
0	:invoke	:read	nil
0	:ok	:read	72
0	:invoke	:read	nil
0	:ok	:read	72
1	:invoke	:add	1
1	:ok	:add	1
5	:invoke	:add	1
5	:ok	:add	1
0	:invoke	:read	nil
1	:invoke	:add	3
0	:ok	:read	72
5	:invoke	:read	nil
1	:ok	:add	3
5	:ok	:read	45
5	:invoke	:read	nil
5	:ok	:read	45
0	:invoke	:read	nil
0	:ok	:read	72
0	:invoke	:read	nil
0	:ok	:read	72
1	:invoke	:read	nil
1	:ok	:read	54
5	:invoke	:add	0
0	:invoke	:add	0
5	:ok	:add	0
0	:ok	:add	0
0	:invoke	:add	0
0	:ok	:add	0
1	:invoke	:read	nil
1	:ok	:read	54
5	:invoke	:read	nil
5	:ok	:read	45
0	:invoke	:add	4
0	:ok	:add	4
0	:invoke	:read	nil
0	:ok	:read	76
1	:invoke	:read	nil
1	:ok	:read	54
5	:invoke	:read	nil
5	:ok	:read	45
0	:invoke	:read	nil
0	:ok	:read	76
0	:invoke	:add	4
0	:ok	:add	4
1	:invoke	:read	nil
1	:ok	:read	54
5	:invoke	:add	3
0	:invoke	:read	nil
0	:ok	:read	80
5	:ok	:add	3
0	:invoke	:add	3
0	:ok	:add	3
1	:invoke	:read	nil
1	:ok	:read	54
5	:invoke	:add	4
5	:ok	:add	4
0	:invoke	:read	nil
0	:ok	:read	83
0	:invoke	:add	3
0	:ok	:add	3
1	:invoke	:read	nil
1	:ok	:read	54
5	:invoke	:add	2
5	:ok	:add	2
0	:invoke	:read	nil
0	:ok	:read	86
0	:invoke	:read	nil
0	:ok	:read	86
1	:invoke	:read	nil
1	:ok	:read	54
5	:invoke	:read	nil
5	:ok	:read	54
0	:invoke	:read	nil
0	:ok	:read	86
0	:invoke	:add	2
0	:ok	:add	2
1	:invoke	:add	2
1	:ok	:add	2
5	:invoke	:read	nil
5	:ok	:read	54
0	:invoke	:add	1
0	:ok	:add	1
0	:invoke	:add	2
0	:ok	:add	2
1	:invoke	:add	4
1	:ok	:add	4
5	:invoke	:read	nil
5	:ok	:read	54
0	:invoke	:read	nil
0	:ok	:read	91
0	:invoke	:add	3
0	:ok	:add	3
1	:invoke	:add	1
1	:ok	:add	1
5	:invoke	:add	4
5	:ok	:add	4
0	:invoke	:add	1
0	:ok	:add	1
0	:invoke	:read	nil
0	:ok	:read	95
1	:invoke	:add	4
1	:ok	:add	4
5	:invoke	:add	2
5	:ok	:add	2
0	:invoke	:read	nil
0	:ok	:read	95
0	:invoke	:read	nil
0	:ok	:read	95
1	:invoke	:add	4
1	:ok	:add	4
5	:invoke	:read	nil
5	:ok	:read	60
0	:invoke	:add	2
0	:ok	:add	2
0	:invoke	:read	nil
0	:ok	:read	97
1	:invoke	:add	2
1	:ok	:add	2
5	:invoke	:read	nil
5	:ok	:read	60
0	:invoke	:read	nil
0	:ok	:read	97
0	:invoke	:read	nil
0	:ok	:read	97
1	:invoke	:read	nil
1	:ok	:read	71
5	:invoke	:read	nil
5	:ok	:read	60
0	:invoke	:read	nil
0	:ok	:read	97
0	:invoke	:add	3
0	:ok	:add	3
1	:invoke	:add	0
1	:ok	:add	0
5	:invoke	:read	nil
0	:invoke	:add	1
5	:ok	:read	60
0	:ok	:add	1
0	:invoke	:read	nil
0	:ok	:read	101
1	:invoke	:add	3
1	:ok	:add	3
5	:invoke	:read	nil
5	:ok	:read	60
0	:invoke	:read	nil
0	:ok	:read	101
0	:invoke	:read	nil
0	:ok	:read	101
1	:invoke	:add	1
1	:ok	:add	1
5	:invoke	:read	nil
5	:ok	:read	60
0	:invoke	:read	nil
0	:ok	:read	101
0	:invoke	:add	1
0	:ok	:add	1
1	:invoke	:read	nil
1	:ok	:read	75
5	:invoke	:read	nil
5	:ok	:read	60
0	:invoke	:read	nil
0	:ok	:read	102
0	:invoke	:add	1
0	:ok	:add	1
1	:invoke	:read	nil
1	:ok	:read	75
5	:invoke	:add	2
5	:ok	:add	2
0	:invoke	:read	nil
0	:ok	:read	103
0	:invoke	:add	2
0	:ok	:add	2
1	:invoke	:add	2
1	:ok	:add	2
5	:invoke	:read	nil
5	:ok	:read	62
0	:invoke	:read	nil
0	:ok	:read	105
0	:invoke	:add	2
0	:ok	:add	2
1	:invoke	:read	nil
1	:ok	:read	77
5	:invoke	:read	nil
5	:ok	:read	62
0	:invoke	:read	nil
0	:ok	:read	107
0	:invoke	:add	3
0	:ok	:add	3
1	:invoke	:read	nil
1	:ok	:read	77
5	:invoke	:read	nil
5	:ok	:read	62
0	:invoke	:read	nil
0	:ok	:read	110
0	:invoke	:read	nil
0	:ok	:read	110
1	:invoke	:read	nil
1	:ok	:read	77
5	:invoke	:read	nil
5	:ok	:read	62
0	:invoke	:read	nil
0	:ok	:read	110
0	:invoke	:read	nil
0	:ok	:read	110
1	:invoke	:read	nil
1	:ok	:read	77
5	:invoke	:read	nil
5	:ok	:read	62
0	:invoke	:read	nil
0	:ok	:read	110
0	:invoke	:read	nil
0	:ok	:read	110
1	:invoke	:add	4
1	:ok	:add	4
5	:invoke	:add	1
5	:ok	:add	1
0	:invoke	:read	nil
0	:ok	:read	110
0	:invoke	:read	nil
0	:ok	:read	110
1	:invoke	:add	3
1	:ok	:add	3
5	:invoke	:add	2
5	:ok	:add	2
0	:invoke	:read	nil
0	:ok	:read	110
0	:invoke	:read	nil
0	:ok	:read	110
1	:invoke	:add	4
1	:ok	:add	4
5	:invoke	:read	nil
5	:ok	:read	65
0	:invoke	:read	nil
0	:ok	:read	110
0	:invoke	:read	nil
0	:ok	:read	110
1	:invoke	:read	nil
1	:ok	:read	88
5	:invoke	:add	3
5	:ok	:add	3
0	:invoke	:add	2
0	:ok	:add	2
0	:invoke	:read	nil
0	:ok	:read	112
1	:invoke	:read	nil
1	:ok	:read	88
5	:invoke	:read	nil
5	:ok	:read	68
0	:invoke	:add	2
0	:ok	:add	2
0	:invoke	:read	nil
0	:ok	:read	114
1	:invoke	:read	nil
1	:ok	:read	88
5	:invoke	:add	2
5	:ok	:add	2
0	:invoke	:add	0
0	:ok	:add	0
0	:invoke	:add	3
0	:ok	:add	3
1	:invoke	:add	3
1	:ok	:add	3
5	:invoke	:read	nil
5	:ok	:read	70
0	:invoke	:read	nil
0	:ok	:read	117
0	:invoke	:read	nil
0	:ok	:read	117
1	:invoke	:read	nil
1	:ok	:read	91
5	:invoke	:read	nil
5	:ok	:read	70
0	:invoke	:add	1
0	:ok	:add	1
0	:invoke	:read	nil
0	:ok	:read	118
1	:invoke	:add	4
1	:ok	:add	4
5	:invoke	:read	nil
5	:ok	:read	70
0	:invoke	:add	0
0	:ok	:add	0
0	:invoke	:read	nil
0	:ok	:read	118
1	:invoke	:read	nil
1	:ok	:read	95
5	:invoke	:add	1
5	:ok	:add	1
0	:invoke	:add	0
0	:ok	:add	0
0	:invoke	:add	3
0	:ok	:add	3
1	:invoke	:add	4
1	:ok	:add	4
5	:invoke	:read	nil
5	:ok	:read	71
0	:invoke	:read	nil
0	:ok	:read	121
0	:invoke	:add	4
0	:ok	:add	4
1	:invoke	:read	nil
1	:ok	:read	99
5	:invoke	:read	nil
5	:ok	:read	71
0	:invoke	:read	nil
0	:ok	:read	125
0	:invoke	:read	nil
0	:ok	:read	125
1	:invoke	:add	3
1	:ok	:add	3
5	:invoke	:read	nil
5	:ok	:read	71
0	:invoke	:read	nil
0	:ok	:read	125
0	:invoke	:read	nil
0	:ok	:read	125
1	:invoke	:read	nil
1	:ok	:read	102
5	:invoke	:read	nil
5	:ok	:read	71
0	:invoke	:add	2
1	:invoke	:add	4
0	:ok	:add	2
1	:ok	:add	4
1	:invoke	:add	2
1	:ok	:add	2
5	:invoke	:read	nil
5	:ok	:read	71
0	:invoke	:add	3
0	:ok	:add	3
0	:invoke	:read	nil
0	:ok	:read	130
1	:invoke	:read	nil
1	:ok	:read	108
5	:invoke	:read	nil
5	:ok	:read	71
0	:invoke	:read	nil
0	:ok	:read	130
0	:invoke	:read	nil
0	:ok	:read	130
1	:invoke	:read	nil
1	:ok	:read	108
5	:invoke	:add	2
5	:ok	:add	2
0	:invoke	:read	nil
0	:ok	:read	130
0	:invoke	:add	4
0	:ok	:add	4
1	:invoke	:add	2
5	:invoke	:read	nil
1	:ok	:add	2
5	:ok	:read	73
0	:invoke	:read	nil
0	:ok	:read	134
0	:invoke	:read	nil
0	:ok	:read	134
1	:invoke	:add	1
1	:ok	:add	1
5	:invoke	:add	2
5	:ok	:add	2
0	:invoke	:add	0
0	:ok	:add	0
0	:invoke	:add	2
0	:ok	:add	2
1	:invoke	:read	nil
1	:ok	:read	111
5	:invoke	:read	nil
5	:ok	:read	75
0	:invoke	:add	2
0	:ok	:add	2
0	:invoke	:add	4
0	:ok	:add	4
1	:invoke	:read	nil
1	:ok	:read	111
5	:invoke	:add	4
5	:ok	:add	4
0	:invoke	:read	nil
0	:ok	:read	142
0	:invoke	:add	0
0	:ok	:add	0
1	:invoke	:add	2
1	:ok	:add	2
5	:invoke	:add	2
5	:ok	:add	2
0	:invoke	:read	nil
0	:ok	:read	142
0	:invoke	:read	nil
0	:ok	:read	142
1	:invoke	:read	nil
1	:ok	:read	113
5	:invoke	:read	nil
5	:ok	:read	81
0	:invoke	:read	nil
0	:ok	:read	142
0	:invoke	:read	nil
0	:ok	:read	142
1	:invoke	:read	nil
1	:ok	:read	113
5	:invoke	:add	3
5	:ok	:add	3
0	:invoke	:read	nil
0	:ok	:read	142
0	:invoke	:add	0
0	:ok	:add	0
1	:invoke	:add	1
1	:ok	:add	1
5	:invoke	:read	nil
5	:ok	:read	84
0	:invoke	:read	nil
0	:ok	:read	142
0	:invoke	:add	1
0	:ok	:add	1
1	:invoke	:read	nil
1	:ok	:read	114
5	:invoke	:read	nil
5	:ok	:read	84
0	:invoke	:add	2
0	:ok	:add	2
0	:invoke	:read	nil
0	:ok	:read	145
1	:invoke	:read	nil
1	:ok	:read	114
5	:invoke	:read	nil
5	:ok	:read	84
0	:invoke	:read	nil
0	:ok	:read	145
0	:invoke	:add	4
0	:ok	:add	4
1	:invoke	:add	3
1	:ok	:add	3
5	:invoke	:read	nil
5	:ok	:read	84
0	:invoke	:read	nil
0	:ok	:read	149
0	:invoke	:read	nil
0	:ok	:read	149
1	:invoke	:read	nil
1	:ok	:read	117
5	:invoke	:add	4
5	:ok	:add	4
0	:invoke	:add	2
0	:ok	:add	2
0	:invoke	:read	nil
0	:ok	:read	151
1	:invoke	:read	nil
1	:ok	:read	117
5	:invoke	:read	nil
5	:ok	:read	88
0	:invoke	:read	nil
0	:ok	:read	151
0	:invoke	:add	3
0	:ok	:add	3
1	:invoke	:read	nil
1	:ok	:read	117
5	:invoke	:add	4
5	:ok	:add	4
0	:invoke	:add	2
0	:ok	:add	2
0	:invoke	:add	4
0	:ok	:add	4
1	:invoke	:add	4
1	:ok	:add	4
5	:invoke	:add	0
5	:ok	:add	0
0	:invoke	:add	4
0	:ok	:add	4
0	:invoke	:read	nil
0	:ok	:read	164
1	:invoke	:add	2
1	:ok	:add	2
5	:invoke	:read	nil
5	:ok	:read	92
0	:invoke	:read	nil
0	:ok	:read	164
0	:invoke	:add	3
0	:ok	:add	3
1	:invoke	:read	nil
1	:ok	:read	123
5	:invoke	:add	1
5	:ok	:add	1
0	:invoke	:read	nil
0	:ok	:read	167
0	:invoke	:read	nil
0	:ok	:read	167
1	:invoke	:add	4
1	:ok	:add	4
5	:invoke	:read	nil
5	:ok	:read	93
0	:invoke	:add	3
0	:ok	:add	3
0	:invoke	:add	2
0	:ok	:add	2
1	:invoke	:read	nil
1	:ok	:read	127
5	:invoke	:add	2
5	:ok	:add	2
0	:invoke	:read	nil
1	:invoke	:read	nil
0	:ok	:read	172
5	:invoke	:read	nil
1	:ok	:read	127
5	:ok	:read	95
5	:invoke	:read	nil
5	:ok	:read	95
0	:invoke	:add	1
0	:ok	:add	1
0	:invoke	:read	nil
0	:ok	:read	173
1	:invoke	:read	nil
1	:ok	:read	127
5	:invoke	:read	nil
5	:ok	:read	95
0	:invoke	:read	nil
0	:ok	:read	173
0	:invoke	:add	4
0	:ok	:add	4
1	:invoke	:read	nil
1	:ok	:read	127
5	:invoke	:read	nil
5	:ok	:read	95
0	:invoke	:read	nil
0	:ok	:read	177
0	:invoke	:read	nil
0	:ok	:read	177
1	:invoke	:add	4
1	:ok	:add	4
5	:invoke	:read	nil
5	:ok	:read	95
0	:invoke	:add	3
0	:ok	:add	3
0	:invoke	:add	4
0	:ok	:add	4
1	:invoke	:add	3
1	:ok	:add	3
5	:invoke	:read	nil
5	:ok	:read	95
0	:invoke	:read	nil
0	:ok	:read	184
0	:invoke	:read	nil
0	:ok	:read	184
1	:invoke	:read	nil
1	:ok	:read	134
5	:invoke	:read	nil
5	:ok	:read	95
0	:invoke	:add	1
0	:ok	:add	1
0	:invoke	:add	0
0	:ok	:add	0
1	:invoke	:add	1
1	:ok	:add	1
5	:invoke	:add	2
5	:ok	:add	2
0	:invoke	:read	nil
0	:ok	:read	185
0	:invoke	:read	nil
0	:ok	:read	185
1	:invoke	:add	2
1	:ok	:add	2
5	:invoke	:read	nil
5	:ok	:read	97
0	:invoke	:read	nil
0	:ok	:read	185
0	:invoke	:add	1
0	:ok	:add	1
1	:invoke	:read	nil
1	:ok	:read	137
5	:invoke	:add	0
5	:ok	:add	0
0	:invoke	:read	nil
0	:ok	:read	186
0	:invoke	:read	nil
0	:ok	:read	186
1	:invoke	:read	nil
1	:ok	:read	137
5	:invoke	:read	nil
5	:ok	:read	97
0	:invoke	:add	3
0	:ok	:add	3
0	:invoke	:add	4
0	:ok	:add	4
1	:invoke	:add	2
1	:ok	:add	2
5	:invoke	:read	nil
5	:ok	:read	97
0	:invoke	:add	3
0	:ok	:add	3
0	:invoke	:read	nil
0	:ok	:read	196
1	:invoke	:read	nil
1	:ok	:read	139
5	:invoke	:add	1
5	:ok	:add	1
0	:invoke	:read	nil
0	:ok	:read	196
0	:invoke	:read	nil
0	:ok	:read	196
1	:invoke	:read	nil
1	:ok	:read	139
5	:invoke	:read	nil
5	:ok	:read	98
0	:invoke	:add	3
0	:ok	:add	3
0	:invoke	:read	nil
0	:ok	:read	199
1	:invoke	:read	nil
1	:ok	:read	139
5	:invoke	:read	nil
5	:ok	:read	98
0	:invoke	:read	nil
0	:ok	:read	199
0	:invoke	:add	3
0	:ok	:add	3
1	:invoke	:add	0
1	:ok	:add	0
5	:invoke	:read	nil
0	:invoke	:read	nil
5	:ok	:read	98
0	:ok	:read	202
0	:invoke	:read	nil
0	:ok	:read	202
1	:invoke	:read	nil
1	:ok	:read	139
5	:invoke	:add	0
5	:ok	:add	0
0	:invoke	:read	nil
0	:ok	:read	202
0	:invoke	:add	2
0	:ok	:add	2
1	:invoke	:read	nil
1	:ok	:read	139
5	:invoke	:read	nil
5	:ok	:read	98
0	:invoke	:add	0
0	:ok	:add	0
0	:invoke	:add	4
0	:ok	:add	4
1	:invoke	:add	2
1	:ok	:add	2
5	:invoke	:read	nil
5	:ok	:read	98
0	:invoke	:add	3
0	:ok	:add	3
0	:invoke	:read	nil
0	:ok	:read	211
1	:invoke	:read	nil
1	:ok	:read	141
5	:invoke	:add	3
5	:ok	:add	3
0	:invoke	:add	3
0	:ok	:add	3
0	:invoke	:read	nil
0	:ok	:read	214
1	:invoke	:read	nil
1	:ok	:read	141
5	:invoke	:add	1
5	:ok	:add	1
0	:invoke	:add	4
0	:ok	:add	4
0	:invoke	:read	nil
0	:ok	:read	218
1	:invoke	:read	nil
1	:ok	:read	141
5	:invoke	:add	0
5	:ok	:add	0
0	:invoke	:add	2
0	:ok	:add	2
0	:invoke	:read	nil
0	:ok	:read	220
1	:invoke	:read	nil
1	:ok	:read	141
5	:invoke	:read	nil
5	:ok	:read	102
0	:invoke	:read	nil
1	:invoke	:read	nil
0	:ok	:read	220
1	:ok	:read	141
