:nemesis	:info	:start-partition	:one
4	:invoke	:broadcast	35
4	:ok	:broadcast	35
0	:invoke	:read	nil
0	:ok	:read	[0 0 1 1 4 4 5 5 6 6 8 8 10 10 11 11 14 14 16 16 17 17 18 18 19 19 20 20 21 21 22 22 25 25 26 26 27 27 32 32 35 35]
0	:invoke	:broadcast	36
0	:ok	:broadcast	36
1	:invoke	:read	nil
1	:ok	:read	[2 2 7 7 9 9 12 12 15 15 23 23 28 28 30 30 33 33]
2	:invoke	:read	nil
2	:ok	:read	[3 3 13 13 24 24 29 29 31 31 34 34]
3	:invoke	:read	nil
3	:ok	:read	[0 0 1 1 4 4 5 5 6 6 8 8 10 10 11 11 14 14 16 16 17 17 18 18 19 19 20 20 21 21 22 22 25 25 26 26 27 27 32 32 35 35 36 36]
4	:invoke	:broadcast	37
4	:ok	:broadcast	37
0	:invoke	:broadcast	38
0	:ok	:broadcast	38
0	:invoke	:broadcast	39
0	:ok	:broadcast	39
1	:invoke	:broadcast	40
1	:ok	:broadcast	40
2	:invoke	:read	nil
2	:ok	:read	[3 3 13 13 24 24 29 29 31 31 34 34]
3	:invoke	:read	nil
3	:ok	:read	[0 0 1 1 4 4 5 5 6 6 8 8 10 10 11 11 14 14 16 16 17 17 18 18 19 19 20 20 21 21 22 22 25 25 26 26 27 27 32 32 35 35 36 36 37 37 38 38 39 39]
4	:invoke	:broadcast	41
4	:ok	:broadcast	41
0	:invoke	:broadcast	42
0	:ok	:broadcast	42
0	:invoke	:read	nil
0	:ok	:read	[0 0 1 1 4 4 5 5 6 6 8 8 10 10 11 11 14 14 16 16 17 17 18 18 19 19 20 20 21 21 22 22 25 25 26 26 27 27 32 32 35 35 36 36 37 37 38 38 39 39 41 41 42 42]
1	:invoke	:read	nil
1	:ok	:read	[2 2 7 7 9 9 12 12 15 15 23 23 28 28 30 30 33 33 40 40]
2	:invoke	:read	nil
2	:ok	:read	[3 3 13 13 24 24 29 29 31 31 34 34]
3	:invoke	:read	nil
3	:ok	:read	[0 0 1 1 4 4 5 5 6 6 8 8 10 10 11 11 14 14 16 16 17 17 18 18 19 19 20 20 21 21 22 22 25 25 26 26 27 27 32 32 35 35 36 36 37 37 38 38 39 39 41 41 42 42]
4	:invoke	:broadcast	43
4	:ok	:broadcast	43
0	:invoke	:read	nil
0	:ok	:read	[0 0 1 1 4 4 5 5 6 6 8 8 10 10 11 11 14 14 16 16 17 17 18 18 19 19 20 20 21 21 22 22 25 25 26 26 27 27 32 32 35 35 36 36 37 37 38 38 39 39 41 41 42 42 43 43]
0	:invoke	:read	nil
0	:ok	:read	[0 0 1 1 4 4 5 5 6 6 8 8 10 10 11 11 14 14 16 16 17 17 18 18 19 19 20 20 21 21 22 22 25 25 26 26 27 27 32 32 35 35 36 36 37 37 38 38 39 39 41 41 42 42 43 43]
1	:invoke	:read	nil
1	:ok	:read	[2 2 7 7 9 9 12 12 15 15 23 23 28 28 30 30 33 33 40 40]
2	:invoke	:broadcast	44
2	:ok	:broadcast	44
3	:invoke	:read	nil
3	:ok	:read	[0 0 1 1 4 4 5 5 6 6 8 8 10 10 11 11 14 14 16 16 17 17 18 18 19 19 20 20 21 21 22 22 25 25 26 26 27 27 32 32 35 35 36 36 37 37 38 38 39 39 41 41 42 42 43 43]
4	:invoke	:read	nil
4	:ok	:read	[0 0 1 1 4 4 5 5 6 6 8 8 10 10 11 11 14 14 16 16 17 17 18 18 19 19 20 20 21 21 22 22 25 25 26 26 27 27 32 32 35 35 36 36 37 37 38 38 39 39 41 41 42 42 43 43]
0	:invoke	:read	nil
0	:ok	:read	[0 0 1 1 4 4 5 5 6 6 8 8 10 10 11 11 14 14 16 16 17 17 18 18 19 19 20 20 21 21 22 22 25 25 26 26 27 27 32 32 35 35 36 36 37 37 38 38 39 39 41 41 42 42 43 43]
0	:invoke	:read	nil
0	:ok	:read	[0 0 1 1 4 4 5 5 6 6 8 8 10 10 11 11 14 14 16 16 17 17 18 18 19 19 20 20 21 21 22 22 25 25 26 26 27 27 32 32 35 35 36 36 37 37 38 38 39 39 41 41 42 42 43 43]
1	:invoke	:broadcast	45
1	:ok	:broadcast	45
2	:invoke	:read	nil
2	:ok	:read	[3 3 13 13 24 24 29 29 31 31 34 34 44 44]
3	:invoke	:read	nil
3	:ok	:read	[0 0 1 1 4 4 5 5 6 6 8 8 10 10 11 11 14 14 16 16 17 17 18 18 19 19 20 20 21 21 22 22 25 25 26 26 27 27 32 32 35 35 36 36 37 37 38 38 39 39 41 41 42 42 43 43]
4	:invoke	:broadcast	46
4	:ok	:broadcast	46
0	:invoke	:broadcast	47
0	:ok	:broadcast	47
0	:invoke	:broadcast	48
0	:ok	:broadcast	48
1	:invoke	:broadcast	49
1	:ok	:broadcast	49
2	:invoke	:read	nil
2	:ok	:read	[3 3 13 13 24 24 29 29 31 31 34 34 44 44]
3	:invoke	:broadcast	50
3	:ok	:broadcast	50
4	:invoke	:broadcast	51
4	:ok	:broadcast	51
0	:invoke	:read	nil
0	:ok	:read	[0 0 1 1 4 4 5 5 6 6 8 8 10 10 11 11 14 14 16 16 17 17 18 18 19 19 20 20 21 21 22 22 25 25 26 26 27 27 32 32 35 35 36 36 37 37 38 38 39 39 41 41 42 42 43 43 46 46 47 47 48 48 50 50 51 51]
0	:invoke	:read	nil
0	:ok	:read	[0 0 1 1 4 4 5 5 6 6 8 8 10 10 11 11 14 14 16 16 17 17 18 18 19 19 20 20 21 21 22 22 25 25 26 26 27 27 32 32 35 35 36 36 37 37 38 38 39 39 41 41 42 42 43 43 46 46 47 47 48 48 50 50 51 51]
1	:invoke	:broadcast	52
1	:ok	:broadcast	52
2	:invoke	:broadcast	53
2	:ok	:broadcast	53
3	:invoke	:broadcast	54
3	:ok	:broadcast	54
4	:invoke	:read	nil
4	:ok	:read	[0 0 1 1 4 4 5 5 6 6 8 8 10 10 11 11 14 14 16 16 17 17 18 18 19 19 20 20 21 21 22 22 25 25 26 26 27 27 32 32 35 35 36 36 37 37 38 38 39 39 41 41 42 42 43 43 46 46 47 47 48 48 50 50 51 51 54 54]
0	:invoke	:broadcast	55
0	:ok	:broadcast	55
0	:invoke	:read	nil
0	:ok	:read	[0 0 1 1 4 4 5 5 6 6 8 8 10 10 11 11 14 14 16 16 17 17 18 18 19 19 20 20 21 21 22 22 25 25 26 26 27 27 32 32 35 35 36 36 37 37 38 38 39 39 41 41 42 42 43 43 46 46 47 47 48 48 50 50 51 51 54 54 55 55]
1	:invoke	:read	nil
1	:ok	:read	[2 2 7 7 9 9 12 12 15 15 23 23 28 28 30 30 33 33 40 40 45 45 49 49 52 52]
2	:invoke	:read	nil
2	:ok	:read	[3 3 13 13 24 24 29 29 31 31 34 34 44 44 53 53]
3	:invoke	:broadcast	56
3	:ok	:broadcast	56
4	:invoke	:broadcast	57
4	:ok	:broadcast	57
0	:invoke	:read	nil
0	:ok	:read	[0 0 1 1 4 4 5 5 6 6 8 8 10 10 11 11 14 14 16 16 17 17 18 18 19 19 20 20 21 21 22 22 25 25 26 26 27 27 32 32 35 35 36 36 37 37 38 38 39 39 41 41 42 42 43 43 46 46 47 47 48 48 50 50 51 51 54 54 55 55 56 56 57 57]
0	:invoke	:broadcast	58
0	:ok	:broadcast	58
1	:invoke	:read	nil
1	:ok	:read	[2 2 7 7 9 9 12 12 15 15 23 23 28 28 30 30 33 33 40 40 45 45 49 49 52 52]
2	:invoke	:read	nil
2	:ok	:read	[3 3 13 13 24 24 29 29 31 31 34 34 44 44 53 53]
3	:invoke	:read	nil
3	:ok	:read	[0 0 1 1 4 4 5 5 6 6 8 8 10 10 11 11 14 14 16 16 17 17 18 18 19 19 20 20 21 21 22 22 25 25 26 26 27 27 32 32 35 35 36 36 37 37 38 38 39 39 41 41 42 42 43 43 46 46 47 47 48 48 50 50 51 51 54 54 55 55 56 56 57 57 58 58]
4	:invoke	:broadcast	59
4	:ok	:broadcast	59
0	:invoke	:read	nil
0	:ok	:read	[0 0 1 1 4 4 5 5 6 6 8 8 10 10 11 11 14 14 16 16 17 17 18 18 19 19 20 20 21 21 22 22 25 25 26 26 27 27 32 32 35 35 36 36 37 37 38 38 39 39 41 41 42 42 43 43 46 46 47 47 48 48 50 50 51 51 54 54 55 55 56 56 57 57 58 58 59 59]
0	:invoke	:broadcast	60
0	:ok	:broadcast	60
1	:invoke	:broadcast	61
1	:ok	:broadcast	61
2	:invoke	:read	nil
2	:ok	:read	[3 3 13 13 24 24 29 29 31 31 34 34 44 44 53 53]
3	:invoke	:broadcast	62
3	:ok	:broadcast	62
4	:invoke	:read	nil
4	:ok	:read	[0 0 1 1 4 4 5 5 6 6 8 8 10 10 11 11 14 14 16 16 17 17 18 18 19 19 20 20 21 21 22 22 25 25 26 26 27 27 32 32 35 35 36 36 37 37 38 38 39 39 41 41 42 42 43 43 46 46 47 47 48 48 50 50 51 51 54 54 55 55 56 56 57 57 58 58 59 59 60 60 62 62]
0	:invoke	:read	nil
0	:ok	:read	[0 0 1 1 4 4 5 5 6 6 8 8 10 10 11 11 14 14 16 16 17 17 18 18 19 19 20 20 21 21 22 22 25 25 26 26 27 27 32 32 35 35 36 36 37 37 38 38 39 39 41 41 42 42 43 43 46 46 47 47 48 48 50 50 51 51 54 54 55 55 56 56 57 57 58 58 59 59 60 60 62 62]
0	:invoke	:read	nil
0	:ok	:read	[0 0 1 1 4 4 5 5 6 6 8 8 10 10 11 11 14 14 16 16 17 17 18 18 19 19 20 20 21 21 22 22 25 25 26 26 27 27 32 32 35 35 36 36 37 37 38 38 39 39 41 41 42 42 43 43 46 46 47 47 48 48 50 50 51 51 54 54 55 55 56 56 57 57 58 58 59 59 60 60 62 62]
1	:invoke	:broadcast	63
1	:ok	:broadcast	63
2	:invoke	:read	nil
2	:ok	:read	[3 3 13 13 24 24 29 29 31 31 34 34 44 44 53 53]
3	:invoke	:read	nil
3	:ok	:read	[0 0 1 1 4 4 5 5 6 6 8 8 10 10 11 11 14 14 16 16 17 17 18 18 19 19 20 20 21 21 22 22 25 25 26 26 27 27 32 32 35 35 36 36 37 37 38 38 39 39 41 41 42 42 43 43 46 46 47 47 48 48 50 50 51 51 54 54 55 55 56 56 57 57 58 58 59 59 60 60 62 62]
4	:invoke	:broadcast	64
4	:ok	:broadcast	64
0	:invoke	:broadcast	65
0	:ok	:broadcast	65
0	:invoke	:read	nil
0	:ok	:read	[0 0 1 1 4 4 5 5 6 6 8 8 10 10 11 11 14 14 16 16 17 17 18 18 19 19 20 20 21 21 22 22 25 25 26 26 27 27 32 32 35 35 36 36 37 37 38 38 39 39 41 41 42 42 43 43 46 46 47 47 48 48 50 50 51 51 54 54 55 55 56 56 57 57 58 58 59 59 60 60 62 62 64 64 65 65]
1	:invoke	:read	nil
1	:ok	:read	[2 2 7 7 9 9 12 12 15 15 23 23 28 28 30 30 33 33 40 40 45 45 49 49 52 52 61 61 63 63]
2	:invoke	:broadcast	66
2	:ok	:broadcast	66
3	:invoke	:broadcast	67
3	:ok	:broadcast	67
4	:invoke	:read	nil
4	:ok	:read	[0 0 1 1 4 4 5 5 6 6 8 8 10 10 11 11 14 14 16 16 17 17 18 18 19 19 20 20 21 21 22 22 25 25 26 26 27 27 32 32 35 35 36 36 37 37 38 38 39 39 41 41 42 42 43 43 46 46 47 47 48 48 50 50 51 51 54 54 55 55 56 56 57 57 58 58 59 59 60 60 62 62 64 64 65 65 67 67]
0	:invoke	:read	nil
0	:ok	:read	[0 0 1 1 4 4 5 5 6 6 8 8 10 10 11 11 14 14 16 16 17 17 18 18 19 19 20 20 21 21 22 22 25 25 26 26 27 27 32 32 35 35 36 36 37 37 38 38 39 39 41 41 42 42 43 43 46 46 47 47 48 48 50 50 51 51 54 54 55 55 56 56 57 57 58 58 59 59 60 60 62 62 64 64 65 65 67 67]
0	:invoke	:read	nil
0	:ok	:read	[0 0 1 1 4 4 5 5 6 6 8 8 10 10 11 11 14 14 16 16 17 17 18 18 19 19 20 20 21 21 22 22 25 25 26 26 27 27 32 32 35 35 36 36 37 37 38 38 39 39 41 41 42 42 43 43 46 46 47 47 48 48 50 50 51 51 54 54 55 55 56 56 57 57 58 58 59 59 60 60 62 62 64 64 65 65 67 67]
1	:invoke	:read	nil
1	:ok	:read	[2 2 7 7 9 9 12 12 15 15 23 23 28 28 30 30 33 33 40 40 45 45 49 49 52 52 61 61 63 63]
2	:invoke	:read	nil
2	:ok	:read	[3 3 13 13 24 24 29 29 31 31 34 34 44 44 53 53 66 66]
3	:invoke	:read	nil
3	:ok	:read	[0 0 1 1 4 4 5 5 6 6 8 8 10 10 11 11 14 14 16 16 17 17 18 18 19 19 20 20 21 21 22 22 25 25 26 26 27 27 32 32 35 35 36 36 37 37 38 38 39 39 41 41 42 42 43 43 46 46 47 47 48 48 50 50 51 51 54 54 55 55 56 56 57 57 58 58 59 59 60 60 62 62 64 64 65 65 67 67]
4	:invoke	:broadcast	68
4	:ok	:broadcast	68
0	:invoke	:broadcast	69
0	:ok	:broadcast	69
0	:invoke	:broadcast	70
0	:ok	:broadcast	70
1	:invoke	:broadcast	71
1	:ok	:broadcast	71
2	:invoke	:broadcast	72
2	:ok	:broadcast	72
3	:invoke	:broadcast	73
3	:ok	:broadcast	73
4	:invoke	:read	nil
4	:ok	:read	[0 0 1 1 4 4 5 5 6 6 8 8 10 10 11 11 14 14 16 16 17 17 18 18 19 19 20 20 21 21 22 22 25 25 26 26 27 27 32 32 35 35 36 36 37 37 38 38 39 39 41 41 42 42 43 43 46 46 47 47 48 48 50 50 51 51 54 54 55 55 56 56 57 57 58 58 59 59 60 60 62 62 64 64 65 65 67 67 68 68 69 69 70 70 73 73]
0	:invoke	:read	nil
0	:ok	:read	[0 0 1 1 4 4 5 5 6 6 8 8 10 10 11 11 14 14 16 16 17 17 18 18 19 19 20 20 21 21 22 22 25 25 26 26 27 27 32 32 35 35 36 36 37 37 38 38 39 39 41 41 42 42 43 43 46 46 47 47 48 48 50 50 51 51 54 54 55 55 56 56 57 57 58 58 59 59 60 60 62 62 64 64 65 65 67 67 68 68 69 69 70 70 73 73]
0	:invoke	:read	nil
0	:ok	:read	[0 0 1 1 4 4 5 5 6 6 8 8 10 10 11 11 14 14 16 16 17 17 18 18 19 19 20 20 21 21 22 22 25 25 26 26 27 27 32 32 35 35 36 36 37 37 38 38 39 39 41 41 42 42 43 43 46 46 47 47 48 48 50 50 51 51 54 54 55 55 56 56 57 57 58 58 59 59 60 60 62 62 64 64 65 65 67 67 68 68 69 69 70 70 73 73]
:nemesis	:info	:stop-partition	nil
:nemesis	:info	:stop-partition	:network-healed
2	:invoke	:broadcast	74
2	:ok	:broadcast	74
3	:invoke	:read	nil
3	:ok	:read	[0 0 1 1 4 4 5 5 6 6 8 8 10 10 11 11 14 14 16 16 17 17 18 18 19 19 20 20 21 21 22 22 25 25 26 26 27 27 32 32 35 35 36 36 37 37 38 38 39 39 41 41 42 42 43 43 46 46 47 47 48 48 50 50 51 51 54 54 55 55 56 56 57 57 58 58 59 59 60 60 62 62 64 64 65 65 67 67 68 68 69 69 70 70 73 73 74 74]
4	:invoke	:broadcast	75
4	:ok	:broadcast	75
0	:invoke	:read	nil
0	:ok	:read	[0 0 1 1 4 4 5 5 6 6 8 8 10 10 11 11 14 14 16 16 17 17 18 18 19 19 20 20 21 21 22 22 25 25 26 26 27 27 32 32 35 35 36 36 37 37 38 38 39 39 41 41 42 42 43 43 46 46 47 47 48 48 50 50 51 51 54 54 55 55 56 56 57 57 58 58 59 59 60 60 62 62 64 64 65 65 67 67 68 68 69 69 70 70 73 73 74 74 75 75]
0	:invoke	:broadcast	76
0	:ok	:broadcast	76
1	:invoke	:read	nil
1	:ok	:read	[2 2 7 7 9 9 12 12 15 15 23 23 28 28 30 30 33 33 40 40 45 45 49 49 52 52 61 61 63 63 71 71 74 74 75 75 76 76]
2	:invoke	:broadcast	77
2	:ok	:broadcast	77
3	:invoke	:read	nil
3	:ok	:read	[0 0 1 1 4 4 5 5 6 6 8 8 10 10 11 11 14 14 16 16 17 17 18 18 19 19 20 20 21 21 22 22 25 25 26 26 27 27 32 32 35 35 36 36 37 37 38 38 39 39 41 41 42 42 43 43 46 46 47 47 48 48 50 50 51 51 54 54 55 55 56 56 57 57 58 58 59 59 60 60 62 62 64 64 65 65 67 67 68 68 69 69 70 70 73 73 74 74 75 75 76 76 77 77]
4	:invoke	:read	nil
4	:ok	:read	[0 0 1 1 4 4 5 5 6 6 8 8 10 10 11 11 14 14 16 16 17 17 18 18 19 19 20 20 21 21 22 22 25 25 26 26 27 27 32 32 35 35 36 36 37 37 38 38 39 39 41 41 42 42 43 43 46 46 47 47 48 48 50 50 51 51 54 54 55 55 56 56 57 57 58 58 59 59 60 60 62 62 64 64 65 65 67 67 68 68 69 69 70 70 73 73 74 74 75 75 76 76 77 77]
0	:invoke	:broadcast	78
0	:ok	:broadcast	78
0	:invoke	:read	nil
0	:ok	:read	[0 0 1 1 4 4 5 5 6 6 8 8 10 10 11 11 14 14 16 16 17 17 18 18 19 19 20 20 21 21 22 22 25 25 26 26 27 27 32 32 35 35 36 36 37 37 38 38 39 39 41 41 42 42 43 43 46 46 47 47 48 48 50 50 51 51 54 54 55 55 56 56 57 57 58 58 59 59 60 60 62 62 64 64 65 65 67 67 68 68 69 69 70 70 73 73 74 74 75 75 76 76 77 77 78 78]
1	:invoke	:read	nil
1	:ok	:read	[2 2 7 7 9 9 12 12 15 15 23 23 28 28 30 30 33 33 40 40 45 45 49 49 52 52 61 61 63 63 71 71 74 74 75 75 76 76 77 77 78 78]
2	:invoke	:broadcast	79
2	:ok	:broadcast	79
3	:invoke	:broadcast	80
3	:ok	:broadcast	80
4	:invoke	:read	nil
4	:ok	:read	[0 0 1 1 4 4 5 5 6 6 8 8 10 10 11 11 14 14 16 16 17 17 18 18 19 19 20 20 21 21 22 22 25 25 26 26 27 27 32 32 35 35 36 36 37 37 38 38 39 39 41 41 42 42 43 43 46 46 47 47 48 48 50 50 51 51 54 54 55 55 56 56 57 57 58 58 59 59 60 60 62 62 64 64 65 65 67 67 68 68 69 69 70 70 73 73 74 74 75 75 76 76 77 77 78 78 79 79 80 80]
0	:invoke	:broadcast	81
0	:ok	:broadcast	81
0	:invoke	:broadcast	82
0	:ok	:broadcast	82
1	:invoke	:broadcast	83
1	:ok	:broadcast	83
2	:invoke	:broadcast	84
2	:ok	:broadcast	84
3	:invoke	:read	nil
3	:ok	:read	[0 0 1 1 4 4 5 5 6 6 8 8 10 10 11 11 14 14 16 16 17 17 18 18 19 19 20 20 21 21 22 22 25 25 26 26 27 27 32 32 35 35 36 36 37 37 38 38 39 39 41 41 42 42 43 43 46 46 47 47 48 48 50 50 51 51 54 54 55 55 56 56 57 57 58 58 59 59 60 60 62 62 64 64 65 65 67 67 68 68 69 69 70 70 73 73 74 74 75 75 76 76 77 77 78 78 79 79 80 80 81 81 82 82 83 83 84 84]
4	:invoke	:broadcast	85
4	:ok	:broadcast	85
0	:invoke	:broadcast	86
0	:ok	:broadcast	86
0	:invoke	:read	nil
0	:ok	:read	[0 0 1 1 4 4 5 5 6 6 8 8 10 10 11 11 14 14 16 16 17 17 18 18 19 19 20 20 21 21 22 22 25 25 26 26 27 27 32 32 35 35 36 36 37 37 38 38 39 39 41 41 42 42 43 43 46 46 47 47 48 48 50 50 51 51 54 54 55 55 56 56 57 57 58 58 59 59 60 60 62 62 64 64 65 65 67 67 68 68 69 69 70 70 73 73 74 74 75 75 76 76 77 77 78 78 79 79 80 80 81 81 82 82 83 83 84 84 85 85 86 86]
1	:invoke	:broadcast	87
1	:ok	:broadcast	87
:nemesis	:info	:stop-partition	nil
:nemesis	:info	:stop-partition	:network-healed
2	:invoke	:read	nil
3	:invoke	:read	nil
4	:invoke	:read	nil
1	:invoke	:read	nil
0	:invoke	:read	nil
2	:ok	:read	[3 3 13 13 24 24 29 29 31 31 34 34 44 44 53 53 66 66 72 72 74 74 75 75 76 76 77 77 78 78 79 79 80 80 81 81 82 82 83 83 84 84 85 85 86 86 87 87]
0	:ok	:read	[0 0 1 1 4 4 5 5 6 6 8 8 10 10 11 11 14 14 16 16 17 17 18 18 19 19 20 20 21 21 22 22 25 25 26 26 27 27 32 32 35 35 36 36 37 37 38 38 39 39 41 41 42 42 43 43 46 46 47 47 48 48 50 50 51 51 54 54 55 55 56 56 57 57 58 58 59 59 60 60 62 62 64 64 65 65 67 67 68 68 69 69 70 70 73 73 74 74 75 75 76 76 77 77 78 78 79 79 80 80 81 81 82 82 83 83 84 84 85 85 86 86 87 87]
